0221N,950101003-001,80,80,村山富市首相は年頭にあたり首相官邸で内閣記者会と二十二十八日会見し、社会党の新民主連合所属議員の離党問題について「政権に影響を及ぼすことにはならない。離党者が,い,ても、その範囲にとどまると思う」と述べ、大量離党には至らないとの見通しを示した。,状況
1212M,950115036-011,59,62,メキシコの通貨当局が、インフレを防ぐため、通貨ペソの水準を現実より高めに維持した為替政策が、市場の激しい逆襲に遭った,といえる,。,伝聞
2051M,950115036-012,63,65,だが、問題は通貨不安がメキシコだけにとどまらず他の南米諸国、さらにスペイン、イタリア、それからタイ、香港とアジアまで波及した,ことで,ある。,推量
0681Q,950115036-013,17,18,つまり、通貨不安は局地的な現象で,なく,、通貨当局が協調して対応しなければならないことを裏付けている。,順接必要
0681M,950115036-013,17,18,つまり、通貨不安は局地的な現象で,なく,、通貨当局が協調して対応しなければならないことを裏付けている。,順接必要
3341M,950115036-013,17,18,つまり、通貨不安は局地的な現象で,なく,、通貨当局が協調して対応しなければならないことを裏付けている。,否定
0272Q,950115036-018,31,32,メキシコの通貨危機も、これまで経常収支の赤字を賄ってきた米国,から,の資金流入が細り、逆に資本逃避に見舞われたことがある。,理由
0272M,950115036-018,31,32,メキシコの通貨危機も、これまで経常収支の赤字を賄ってきた米国,から,の資金流入が細り、逆に資本逃避に見舞われたことがある。,理由
0272N,950115036-018,31,32,メキシコの通貨危機も、これまで経常収支の赤字を賄ってきた米国,から,の資金流入が細り、逆に資本逃避に見舞われたことがある。,理由
0272Q,950115036-019,2,3,だ,から,、先進七カ国蔵相・中央銀行総裁会議を早い機会に開き、情勢を分析して、協調した対応策を用意すべきだ。,理由
0272M,950115036-019,2,3,だ,から,、先進七カ国蔵相・中央銀行総裁会議を早い機会に開き、情勢を分析して、協調した対応策を用意すべきだ。,理由
0272N,950115036-019,2,3,だ,から,、先進七カ国蔵相・中央銀行総裁会議を早い機会に開き、情勢を分析して、協調した対応策を用意すべきだ。,理由
0731Q,950115036-021,32,34,通貨不安が円高円高につながったように、こうした状況は日本経済の,ために,もマイナスである。,理由
0731Q,950115036-022,6,8,日本自身の,ために,も、Ｇ７でリーダーシップを発揮してほしい。,理由
1211D,950115037-007,42,44,この中学校のソフトボール部は、かつて西日本大会で優勝したことのある強豪チームだった,という,。,同格
1212M,950115037-007,42,44,この中学校のソフトボール部は、かつて西日本大会で優勝したことのある強豪チームだった,という,。,伝聞
1211D,950115037-010,34,36,そのうえ「明日の公式試合には出なくてええ。背番号も返せ」と言われた,という,。,同格
1212M,950115037-010,34,36,そのうえ「明日の公式試合には出なくてええ。背番号も返せ」と言われた,という,。,伝聞
0721Q,950115037-011,14,16,それが自殺の引き金になった,のだっ,た。,理由
0721M,950115037-011,14,16,それが自殺の引き金になった,のだっ,た。,理由
2011M,950115037-011,14,16,それが自殺の引き金になった,のだっ,た。,推量
2701T,950115037-016,28,31,中学、高校の運動部が勝利をめざして頑張るのは、ごく自然,のことだ,。,強調
2701T,950115037-016,28,30,中学、高校の運動部が勝利をめざして頑張るのは、ごく自然,のこと,だ。,強調
0221N,950115037-018,62,63,あるスポーツ精神医学者は、休日も返上しての激しい練習により精神や体調に異常を来す「オーバートレーニング症候群」に陥る選手が,いる,と警告している。,状況
2661T,950115037-023,26,28,教師が生徒の楽しみを奪い、結果として生命まで奪った,ことに,なる。,強調
0721Q,950115037-024,52,53,岩手県教組がかつて中学生、高校生に「二度と先生に言ってほしくない言葉」をアンケートしたら「お前はバカな,んだ,」「もう学校へ来るな」「お前なんかなんかなんか死んでしまえ」「顔など見たくもない」といった言葉が挙げられた。,理由
0721M,950115037-024,52,53,岩手県教組がかつて中学生、高校生に「二度と先生に言ってほしくない言葉」をアンケートしたら「お前はバカな,んだ,」「もう学校へ来るな」「お前なんかなんかなんか死んでしまえ」「顔など見たくもない」といった言葉が挙げられた。,理由
2011M,950115037-024,52,53,岩手県教組がかつて中学生、高校生に「二度と先生に言ってほしくない言葉」をアンケートしたら「お前はバカな,んだ,」「もう学校へ来るな」「お前なんかなんかなんか死んでしまえ」「顔など見たくもない」といった言葉が挙げられた。,推量
0681Q,950115037-027,17,18,教師や親は子どもを否定するのでは,なく,、その子の良さ、持ち味を見つけて伸ばしてやることだ。,順接必要
0681M,950115037-027,17,18,教師や親は子どもを否定するのでは,なく,、その子の良さ、持ち味を見つけて伸ばしてやることだ。,順接必要
3341M,950115037-027,17,18,教師や親は子どもを否定するのでは,なく,、その子の良さ、持ち味を見つけて伸ばしてやることだ。,否定
0721Q,950117042-003,72,74,それによると、来年の米大統領選挙で、クリントン大統領が再選されるとみている国民は、わずか二四％で、再選は無理との見通しが、実に六五％にも達した,のだっ,た。,理由
0721M,950117042-003,72,74,それによると、来年の米大統領選挙で、クリントン大統領が再選されるとみている国民は、わずか二四％で、再選は無理との見通しが、実に六五％にも達した,のだっ,た。,理由
2011M,950117042-003,72,74,それによると、来年の米大統領選挙で、クリントン大統領が再選されるとみている国民は、わずか二四％で、再選は無理との見通しが、実に六五％にも達した,のだっ,た。,推量
0272Q,950117042-015,23,24,政治家が、国民への人気取り政策を優先しがちだ,から,だ。,理由
0272M,950117042-015,23,24,政治家が、国民への人気取り政策を優先しがちだ,から,だ。,理由
0272N,950117042-015,23,24,政治家が、国民への人気取り政策を優先しがちだ,から,だ。,理由
0862Q,950117042-024,4,5,それな,のに,、なお国民の支持率が上がらないのはなぜか。,想外
0862M,950117042-024,4,5,それな,のに,、なお国民の支持率が上がらないのはなぜか。,想外
0272Q,950117042-029,2,3,だ,から,、クリントン大統領が、所得増の実感を国民に与え外交手腕を発揮できれば、人気が回復する可能性はなお残されている。,理由
0272M,950117042-029,2,3,だ,から,、クリントン大統領が、所得増の実感を国民に与え外交手腕を発揮できれば、人気が回復する可能性はなお残されている。,理由
0272N,950117042-029,2,3,だ,から,、クリントン大統領が、所得増の実感を国民に与え外交手腕を発揮できれば、人気が回復する可能性はなお残されている。,理由
0681Q,950117045-003,10,11,派閥派閥の領袖でも,ない,河野氏が党再生の旗手として総裁にかつぎ出さかつぎ出されたところに、自民党の危機感が如実に表れていたし、大会には党基本路線の見直し、自浄能力の強化、派閥派閥の解消、定年制導入の是非など数多くの党改革の検討課題が提起された。,順接必要
0681M,950117045-003,10,11,派閥派閥の領袖でも,ない,河野氏が党再生の旗手として総裁にかつぎ出さかつぎ出されたところに、自民党の危機感が如実に表れていたし、大会には党基本路線の見直し、自浄能力の強化、派閥派閥の解消、定年制導入の是非など数多くの党改革の検討課題が提起された。,順接必要
3341M,950117045-003,10,11,派閥派閥の領袖でも,ない,河野氏が党再生の旗手として総裁にかつぎ出さかつぎ出されたところに、自民党の危機感が如実に表れていたし、大会には党基本路線の見直し、自浄能力の強化、派閥派閥の解消、定年制導入の是非など数多くの党改革の検討課題が提起された。,否定
3071T,950117045-005,19,20,この間、自民党は野党を十カ月経験した,だけ,で政権に復帰、いま連立与党として村山政権を支えている。,限定
0721Q,950117045-007,46,49,だが、河野総裁が悲壮な決意で所属国会議員、党員とともに誓った党再生への取り組みは実行された,のだろう,だろうか。,理由
0721M,950117045-007,46,49,だが、河野総裁が悲壮な決意で所属国会議員、党員とともに誓った党再生への取り組みは実行された,のだろう,だろうか。,理由
2011M,950117045-007,46,49,だが、河野総裁が悲壮な決意で所属国会議員、党員とともに誓った党再生への取り組みは実行された,のだろう,だろうか。,推量
0721Q,950117045-008,17,20,反省の実があっての政権復帰だった,のだろう,だろうか。,理由
0721M,950117045-008,17,20,反省の実があっての政権復帰だった,のだろう,だろうか。,理由
2011M,950117045-008,17,20,反省の実があっての政権復帰だった,のだろう,だろうか。,推量
3071T,950117045-017,22,23,何のことはない、派閥が政策集団に衣替えした,だけ,で、活動・機能は従来通りだ。,限定
2671T,950119047-006,18,19,そうした方々の心情は察する察するに,余り,ある。,強調
0681Q,950119047-008,21,22,「どうしてこんな事態に」と、被災地だけで,なく,全国のだれでもがこんな思いにあろうあろう。,順接必要
0681M,950119047-008,21,22,「どうしてこんな事態に」と、被災地だけで,なく,全国のだれでもがこんな思いにあろうあろう。,順接必要
3031T,950119047-008,28,29,「どうしてこんな事態に」と、被災地だけでなく全国のだれ,でも,がこんな思いにあろうあろう。,極端例
3341M,950119047-008,21,22,「どうしてこんな事態に」と、被災地だけで,なく,全国のだれでもがこんな思いにあろうあろう。,否定
0272Q,950119047-012,22,23,地震列島の宿命として「明日は我が身」なのだ,から,。,理由
0272M,950119047-012,22,23,地震列島の宿命として「明日は我が身」なのだ,から,。,理由
0272N,950119047-012,22,23,地震列島の宿命として「明日は我が身」なのだ,から,。,理由
0721Q,950119047-012,20,21,地震列島の宿命として「明日は我が身」な,のだ,から。,理由
0721M,950119047-012,20,21,地震列島の宿命として「明日は我が身」な,のだ,から。,理由
2011M,950119047-012,20,21,地震列島の宿命として「明日は我が身」な,のだ,から。,推量
0221N,950119047-015,14,15,ガレキの下には行方不明者が,いる,といわれながら、手つかずという有り様だ。,状況
3061T,950119047-016,21,22,被災者への食料も十分に届かず、飢えの心配,すら,出ている、という。,極端例
3061T,950119047-019,35,36,いったい、災害発生時の的確なマニュアルを政府は持っていたのか、と疑問,すら,起きる。,極端例
1211D,950119047-020,47,49,政府は地震直後、直ちに非常災害対策本部を設置し、村山富市首相は「緊急、迅速な対策」を指示した,という,。,同格
1212M,950119047-020,47,49,政府は地震直後、直ちに非常災害対策本部を設置し、村山富市首相は「緊急、迅速な対策」を指示した,という,。,伝聞
2451M,950119047-022,7,8,対応が遅れた,とは,考えない。,感嘆
2451W,950119047-022,7,8,対応が遅れた,とは,考えない。,感嘆
0221N,950119047-024,81,81,しかし、援助物資を運ぶトラックが被災地への途中で足止めを食ったり、燃えるに任せたかのような火勢などを見せつけられると、もっと的確な措置はなかったのか、と思わずに,い,られない。,状況
1211D,950119047-031,43,45,今回、政府関係者の口からしばしば出る言葉に「予想外の揺れ」「予測を上回る力が働いた」,という,のがある。,同格
1212M,950119047-031,43,45,今回、政府関係者の口からしばしば出る言葉に「予想外の揺れ」「予測を上回る力が働いた」,という,のがある。,伝聞
0611Q,950119047-034,16,17,事実、予想を超えるケースだった,とし,ても、それは予想の立て方に問題があったのではないか。,順接仮定
0612Q,950119047-034,16,17,事実、予想を超えるケースだった,とし,ても、それは予想の立て方に問題があったのではないか。,順接確定
0681Q,950119047-034,40,41,事実、予想を超えるケースだったとしても、それは予想の立て方に問題があったのでは,ない,か。,順接必要
0681M,950119047-034,40,41,事実、予想を超えるケースだったとしても、それは予想の立て方に問題があったのでは,ない,か。,順接必要
0721Q,950119047-034,37,38,事実、予想を超えるケースだったとしても、それは予想の立て方に問題があった,ので,はないか。,理由
0721M,950119047-034,37,38,事実、予想を超えるケースだったとしても、それは予想の立て方に問題があった,ので,はないか。,理由
0881Q,950119047-034,16,19,事実、予想を超えるケースだった,としても,、それは予想の立て方に問題があったのではないか。,逆接仮定
0882Q,950119047-034,16,19,事実、予想を超えるケースだった,としても,、それは予想の立て方に問題があったのではないか。,逆接確定
2011M,950119047-034,37,38,事実、予想を超えるケースだったとしても、それは予想の立て方に問題があった,ので,はないか。,推量
3341M,950119047-034,40,41,事実、予想を超えるケースだったとしても、それは予想の立て方に問題があったのでは,ない,か。,否定
0601Q,950119047-036,2,5,だ,としたら,、もっと自然に対して謙虚になった予測があってもよかった。,順接仮定
0611Q,950119047-036,2,3,だ,とし,たら、もっと自然に対して謙虚になった予測があってもよかった。,順接仮定
0612Q,950119047-036,2,3,だ,とし,たら、もっと自然に対して謙虚になった予測があってもよかった。,順接確定
0612Q,950119047-036,2,5,だ,としたら,、もっと自然に対して謙虚になった予測があってもよかった。,順接確定
2051M,950119047-037,81,83,その予想・予測に関して言えば、多くの人が衝撃を受けたのは、「地震国であるがゆえに、建造物の耐震構造は世界のトップ」と聞かされ続けた安全への信頼が、大きく揺らいだ,ことだ,。,推量
2691T,950119047-038,61,63,ことに、関東大震災クラスが起きても大丈夫とされていた高速道路の高架が崩壊し、技術大国の粋を集めた新幹線の橋りょうが崩れた,ことは,、地震への恐怖・不安を一層駆り立てている。,強調
3071T,950119047-041,71,72,政府は調査団を派遣し、二月には報告書をまとめているが、その結論は「得るべき教訓はなく、日本の構造物は安全」であり、米国の基準の甘さを指摘した,だけ,だった。,限定
0681Q,950119047-042,10,11,過信があったのでは,ない,か。,順接必要
0681M,950119047-042,10,11,過信があったのでは,ない,か。,順接必要
0721Q,950119047-042,7,8,過信があった,ので,はないか。,理由
0721M,950119047-042,7,8,過信があった,ので,はないか。,理由
2011M,950119047-042,7,8,過信があった,ので,はないか。,推量
3341M,950119047-042,10,11,過信があったのでは,ない,か。,否定
0272Q,950119047-047,36,37,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたこと,から,慢心があったのではないか。,理由
0272M,950119047-047,36,37,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたこと,から,慢心があったのではないか。,理由
0272N,950119047-047,36,37,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたこと,から,慢心があったのではないか。,理由
0681Q,950119047-047,47,48,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があったのでは,ない,か。,順接必要
0681M,950119047-047,47,48,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があったのでは,ない,か。,順接必要
0721Q,950119047-047,44,45,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があった,ので,はないか。,理由
0721M,950119047-047,44,45,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があった,ので,はないか。,理由
2011M,950119047-047,44,45,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があった,ので,はないか。,推量
3341M,950119047-047,47,48,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があったのでは,ない,か。,否定
1071Q,950119047-057,10,12,そのうえで、多くの,ものを,学び取らなければならない。,想外
1071M,950119047-057,10,12,そのうえで、多くの,ものを,学び取らなければならない。,想外
0221N,950120049-005,24,24,倒壊家屋の下で三日間も頑張り、救出された人々が,い,た。,状況
0721Q,950120049-010,32,33,三十三十万都市ひとつがそっくり壊滅したのと同様の事態が進行中な,のだ,。,理由
0721M,950120049-010,32,33,三十三十万都市ひとつがそっくり壊滅したのと同様の事態が進行中な,のだ,。,理由
2011M,950120049-010,32,33,三十三十万都市ひとつがそっくり壊滅したのと同様の事態が進行中な,のだ,。,推量
0681Q,950120049-024,29,30,救出・救援用車両の優先策などは一部始まったが、まだ十分で,ない,。,順接必要
0681M,950120049-024,29,30,救出・救援用車両の優先策などは一部始まったが、まだ十分で,ない,。,順接必要
3341M,950120049-024,29,30,救出・救援用車両の優先策などは一部始まったが、まだ十分で,ない,。,否定
0221N,950120049-038,33,33,多くの物資と善意が被災者の元に届き、役立つ態勢の確立を願わずには,い,られない。,状況
2661T,950120050-008,42,44,一昨年、宮沢政権が倒れたのを契機に始まった政界再編はなお進行の過程にあるが、遺憾な,ことに,政界再編の基軸となるべき基本理念、政策はわきへ追いやられ、数合わせ数合わせ先行の政権争奪ゲームに終始している。,強調
0681Q,950120050-010,31,32,政策不在、対立軸の不鮮明な政界再編が進行する中、争点が明確で,なく,、選択肢が示されずに民意を問われても有権者は戸惑うばかりだ。,順接必要
0681M,950120050-010,31,32,政策不在、対立軸の不鮮明な政界再編が進行する中、争点が明確で,なく,、選択肢が示されずに民意を問われても有権者は戸惑うばかりだ。,順接必要
3341M,950120050-010,31,32,政策不在、対立軸の不鮮明な政界再編が進行する中、争点が明確で,なく,、選択肢が示されずに民意を問われても有権者は戸惑うばかりだ。,否定
0681Q,950120050-011,14,15,だが、対立軸がないわけでは,ない,。,順接必要
0681M,950120050-011,14,15,だが、対立軸がないわけでは,ない,。,順接必要
3341M,950120050-011,14,15,だが、対立軸がないわけでは,ない,。,否定
2051M,950120050-016,88,90,とりわけ海部氏は質問時間をフルに使って提案型の代表質問を行い、新進党の政見と政府施策との違いを明らかにしていく意向というが、論戦を通じて対立軸が浮き彫りになるのであれば結構な,ことだ,。,推量
2881W,950120050-019,9,12,選挙を控えた国会,となると,、従来とかく政府は国民に痛みを伴う法案は出さず、大盤振る舞いの予算を編成し、与野党とも我田引水的宣伝合戦に終始して論戦を避ける傾向にある。,状況
2881W,950120050-019,9,11,選挙を控えた国会,となる,と、従来とかく政府は国民に痛みを伴う法案は出さず、大盤振る舞いの予算を編成し、与野党とも我田引水的宣伝合戦に終始して論戦を避ける傾向にある。,状況
0272Q,950121045-002,58,59,この二年ほどの間に北海道、東北周辺で起きた四つの大地震を予知することができず、さらに阪神大震災の不意打ちを食らった,から,である。,理由
0272M,950121045-002,58,59,この二年ほどの間に北海道、東北周辺で起きた四つの大地震を予知することができず、さらに阪神大震災の不意打ちを食らった,から,である。,理由
0272N,950121045-002,58,59,この二年ほどの間に北海道、東北周辺で起きた四つの大地震を予知することができず、さらに阪神大震災の不意打ちを食らった,から,である。,理由
0272Q,950121045-004,46,47,その意味で学者に責任はないが、予想もしなかった場所で大きな被害をもたらす地震が相次いだのだ,から,「残念だ」という気持ちが強い。,理由
0272M,950121045-004,46,47,その意味で学者に責任はないが、予想もしなかった場所で大きな被害をもたらす地震が相次いだのだ,から,「残念だ」という気持ちが強い。,理由
0272N,950121045-004,46,47,その意味で学者に責任はないが、予想もしなかった場所で大きな被害をもたらす地震が相次いだのだ,から,「残念だ」という気持ちが強い。,理由
0721Q,950121045-004,44,45,その意味で学者に責任はないが、予想もしなかった場所で大きな被害をもたらす地震が相次いだ,のだ,から「残念だ」という気持ちが強い。,理由
0721M,950121045-004,44,45,その意味で学者に責任はないが、予想もしなかった場所で大きな被害をもたらす地震が相次いだ,のだ,から「残念だ」という気持ちが強い。,理由
1211D,950121045-004,53,55,その意味で学者に責任はないが、予想もしなかった場所で大きな被害をもたらす地震が相次いだのだから「残念だ」,という,気持ちが強い。,同格
1212M,950121045-004,53,55,その意味で学者に責任はないが、予想もしなかった場所で大きな被害をもたらす地震が相次いだのだから「残念だ」,という,気持ちが強い。,伝聞
2011M,950121045-004,44,45,その意味で学者に責任はないが、予想もしなかった場所で大きな被害をもたらす地震が相次いだ,のだ,から「残念だ」という気持ちが強い。,推量
0681Q,950121045-005,16,17,国民の間にも「地震予知は幻では,ない,か。東海地震の予知だって怪しい」という考えが広まったのではないか。,順接必要
0681Q,950121045-005,47,48,国民の間にも「地震予知は幻ではないか。東海地震の予知だって怪しい」という考えが広まったのでは,ない,か。,順接必要
0681M,950121045-005,16,17,国民の間にも「地震予知は幻では,ない,か。東海地震の予知だって怪しい」という考えが広まったのではないか。,順接必要
0681M,950121045-005,47,48,国民の間にも「地震予知は幻ではないか。東海地震の予知だって怪しい」という考えが広まったのでは,ない,か。,順接必要
0721Q,950121045-005,44,45,国民の間にも「地震予知は幻ではないか。東海地震の予知だって怪しい」という考えが広まった,ので,はないか。,理由
0721M,950121045-005,44,45,国民の間にも「地震予知は幻ではないか。東海地震の予知だって怪しい」という考えが広まった,ので,はないか。,理由
1211D,950121045-005,28,29,国民の間にも「地震予知は幻ではないか。東海地震の予知だ,って,怪しい」という考えが広まったのではないか。,同格
1212M,950121045-005,28,29,国民の間にも「地震予知は幻ではないか。東海地震の予知だ,って,怪しい」という考えが広まったのではないか。,伝聞
2011M,950121045-005,44,45,国民の間にも「地震予知は幻ではないか。東海地震の予知だって怪しい」という考えが広まった,ので,はないか。,推量
2503T,950121045-005,27,29,国民の間にも「地震予知は幻ではないか。東海地震の予知,だって,怪しい」という考えが広まったのではないか。,極端例
3341M,950121045-005,16,17,国民の間にも「地震予知は幻では,ない,か。東海地震の予知だって怪しい」という考えが広まったのではないか。,否定
3341M,950121045-005,47,48,国民の間にも「地震予知は幻ではないか。東海地震の予知だって怪しい」という考えが広まったのでは,ない,か。,否定
3031T,950121045-008,6,7,今回の地震,でも,警戒宣言が出ていれば、死者の数や火災の発生件数をぐんと減らすことができただろうだろう。,極端例
1211D,950121045-015,31,33,国の地震予知計画が開始されて三十三十年たつが、マンネリ化した,という,声が強い。,同格
1212M,950121045-015,31,33,国の地震予知計画が開始されて三十三十年たつが、マンネリ化した,という,声が強い。,伝聞
2671T,950121045-020,6,9,近代技術を,あまりに,も過信していた。,強調
2671T,950121045-020,6,8,近代技術を,あまり,にも過信していた。,強調
1211D,950121045-033,16,18,日本全体が地震の活動期に入った,という,見方が出てきたほか、東海地震や首都圏直下型地震の発生が心配されており、大地震を迎え撃つ体制を早急に整えるべきだと思う。,同格
1212M,950121045-033,16,18,日本全体が地震の活動期に入った,という,見方が出てきたほか、東海地震や首都圏直下型地震の発生が心配されており、大地震を迎え撃つ体制を早急に整えるべきだと思う。,伝聞
0721Q,950121046-003,26,29,力こぶが入って当然なのに首相はどの程度精魂を傾けた,のだろう,だろうか。,理由
0721M,950121046-003,26,29,力こぶが入って当然なのに首相はどの程度精魂を傾けた,のだろう,だろうか。,理由
0862Q,950121046-003,11,12,力こぶが入って当然な,のに,首相はどの程度精魂を傾けたのだろうだろうか。,想外
0862M,950121046-003,11,12,力こぶが入って当然な,のに,首相はどの程度精魂を傾けたのだろうだろうか。,想外
2011M,950121046-003,26,29,力こぶが入って当然なのに首相はどの程度精魂を傾けた,のだろう,だろうか。,推量
2661T,950121046-007,7,9,内容は残念な,ことに,極めて平板だ。,強調
3071T,950121046-008,74,75,首相演説は各省庁から草稿を出させ、これに首相の意向を加味して作るのが通例だが、今回は草稿の取捨選択すら十分に行わず、そのまま漫然と接続詞でつないだ,だけ,のような感すらある。,限定
0681Q,950121046-010,64,65,当面する政策課題に満遍なく触れてはいるが、肝心の優先順位が不明だし、演説が近来になく長くなってしまったのがその何よりの証拠では,ない,か。,順接必要
0681M,950121046-010,64,65,当面する政策課題に満遍なく触れてはいるが、肝心の優先順位が不明だし、演説が近来になく長くなってしまったのがその何よりの証拠では,ない,か。,順接必要
3341M,950121046-010,64,65,当面する政策課題に満遍なく触れてはいるが、肝心の優先順位が不明だし、演説が近来になく長くなってしまったのがその何よりの証拠では,ない,か。,否定
0681Q,950121046-012,15,17,首相にとっては演説どころでは,なかっ,たのかもしれない。,順接必要
0681M,950121046-012,15,17,首相にとっては演説どころでは,なかっ,たのかもしれない。,順接必要
2021M,950121046-012,20,25,首相にとっては演説どころではなかったの,かもしれない,。,推量
2021M,950121046-012,20,21,首相にとっては演説どころではなかったの,かも,しれない。,推量
3341M,950121046-012,15,17,首相にとっては演説どころでは,なかっ,たのかもしれない。,否定
0811Q,950121046-013,56,59,昨年七月十八日の首相就任後初の演説は「やさしい政治」の理念を説き、同九月三十三十日の演説ではその肉付けを試みた,ものだっ,た。,理由
0811M,950121046-013,56,59,昨年七月十八日の首相就任後初の演説は「やさしい政治」の理念を説き、同九月三十三十日の演説ではその肉付けを試みた,ものだっ,た。,理由
0862Q,950121046-017,89,90,前回は「政治腐敗や、政・官・業の癒着構造などに起因する国民の政治不信を払拭し、真に国民の利益を代弁する健全な政党政治を確立することが今ほど求められているときはない」と雄弁だった,のに,、今回は「新選挙制度の趣旨が生かされる政党本位の政治の実現と腐敗防止の徹底を図る」と素っ気ない素っ気ない。,想外
0862M,950121046-017,89,90,前回は「政治腐敗や、政・官・業の癒着構造などに起因する国民の政治不信を払拭し、真に国民の利益を代弁する健全な政党政治を確立することが今ほど求められているときはない」と雄弁だった,のに,、今回は「新選挙制度の趣旨が生かされる政党本位の政治の実現と腐敗防止の徹底を図る」と素っ気ない素っ気ない。,想外
0862Q,950121046-021,28,29,さらに特殊法人について前回は見直しを約束しただけだった,のに,今回は「政治的リーダーシップをもって統廃合を含めた整理合理化を推進する決意」ときっぱりしている。,想外
0862M,950121046-021,28,29,さらに特殊法人について前回は見直しを約束しただけだった,のに,今回は「政治的リーダーシップをもって統廃合を含めた整理合理化を推進する決意」ときっぱりしている。,想外
3071T,950121046-021,23,24,さらに特殊法人について前回は見直しを約束した,だけ,だったのに今回は「政治的リーダーシップをもって統廃合を含めた整理合理化を推進する決意」ときっぱりしている。,限定
0681Q,950121046-022,14,15,政治改革は一過性のものでは,なく,、これからの問題。,順接必要
0681M,950121046-022,14,15,政治改革は一過性のものでは,なく,、これからの問題。,順接必要
3341M,950121046-022,14,15,政治改革は一過性のものでは,なく,、これからの問題。,否定
0721Q,950121046-023,27,30,淡泊に過ぎるのは首相の関心がもはやそこにはないからな,のだろう,だろう。,理由
0721M,950121046-023,27,30,淡泊に過ぎるのは首相の関心がもはやそこにはないからな,のだろう,だろう。,理由
2011M,950121046-023,27,30,淡泊に過ぎるのは首相の関心がもはやそこにはないからな,のだろう,だろう。,推量
0681Q,950121046-026,86,87,政権基盤の弱さやリーダーシップ不足を見透かすように、霞が関の官僚たちが首相演説で横やりを通したようだが、首相は政権の命脈を左右するこの二つの問題で辛くも意地を貫いたのでは,ない,だろうだろうか。,順接必要
0681M,950121046-026,86,87,政権基盤の弱さやリーダーシップ不足を見透かすように、霞が関の官僚たちが首相演説で横やりを通したようだが、首相は政権の命脈を左右するこの二つの問題で辛くも意地を貫いたのでは,ない,だろうだろうか。,順接必要
0721Q,950121046-026,83,84,政権基盤の弱さやリーダーシップ不足を見透かすように、霞が関の官僚たちが首相演説で横やりを通したようだが、首相は政権の命脈を左右するこの二つの問題で辛くも意地を貫いた,ので,はないだろうだろうか。,理由
0721M,950121046-026,83,84,政権基盤の弱さやリーダーシップ不足を見透かすように、霞が関の官僚たちが首相演説で横やりを通したようだが、首相は政権の命脈を左右するこの二つの問題で辛くも意地を貫いた,ので,はないだろうだろうか。,理由
2011M,950121046-026,83,84,政権基盤の弱さやリーダーシップ不足を見透かすように、霞が関の官僚たちが首相演説で横やりを通したようだが、首相は政権の命脈を左右するこの二つの問題で辛くも意地を貫いた,ので,はないだろうだろうか。,推量
3341M,950121046-026,86,87,政権基盤の弱さやリーダーシップ不足を見透かすように、霞が関の官僚たちが首相演説で横やりを通したようだが、首相は政権の命脈を左右するこの二つの問題で辛くも意地を貫いたのでは,ない,だろうだろうか。,否定
1211D,950122051-011,48,50,関東大震災の際は、政府・日銀が迅速に金融措置を決め、包括的に発表したことが人心の安定に役立った,という,。,同格
1212M,950122051-011,48,50,関東大震災の際は、政府・日銀が迅速に金融措置を決め、包括的に発表したことが人心の安定に役立った,という,。,伝聞
3081T,950122051-016,13,14,その財源は国債発行で賄う,しか,ないであろうあろう。,限定
0931Q,950122051-017,27,29,ただ、通常の建設国債と切り離し「震災国債」といった形,にする,ことが望ましい。,逆接仮定
0932Q,950122051-017,27,29,ただ、通常の建設国債と切り離し「震災国債」といった形,にする,ことが望ましい。,逆接確定
0681Q,950122051-030,27,28,道路や鉄道の延長計画など原則的に凍結してもいいのでは,ない,か。,順接必要
0681M,950122051-030,27,28,道路や鉄道の延長計画など原則的に凍結してもいいのでは,ない,か。,順接必要
3341M,950122051-030,27,28,道路や鉄道の延長計画など原則的に凍結してもいいのでは,ない,か。,否定
0681Q,950122051-032,17,18,時間的な制約はあるが、不可能では,ない,はずだ。,順接必要
0681M,950122051-032,17,18,時間的な制約はあるが、不可能では,ない,はずだ。,順接必要
3341M,950122051-032,17,18,時間的な制約はあるが、不可能では,ない,はずだ。,否定
0681Q,950122052-010,54,55,ロシアはまだ全体主義から脱して日の浅い過渡期にあり、「国内の変動に西側がいちいち過剰に反応するのは賢明では,ない,」というクリントン大統領の言葉には一理ある。,順接必要
0681M,950122052-010,54,55,ロシアはまだ全体主義から脱して日の浅い過渡期にあり、「国内の変動に西側がいちいち過剰に反応するのは賢明では,ない,」というクリントン大統領の言葉には一理ある。,順接必要
3341M,950122052-010,54,55,ロシアはまだ全体主義から脱して日の浅い過渡期にあり、「国内の変動に西側がいちいち過剰に反応するのは賢明では,ない,」というクリントン大統領の言葉には一理ある。,否定
