3181M,950115037-011,15,15,それが自殺の引き金になったの,だっ,た。,推量
3201M,950115037-013,39,39,一九八五年、岐阜の県立高校二年の女子陸上部員は「記録が悪い」などとヤリ投げのヤリ,で,顔にミミズばれができるほど殴られたりして「もうこれ以上、逃げ道はありません」との遺書を残して自殺している。,判断
1593N,950115037-016,29,29,中学、高校の運動部が勝利をめざして頑張るのは、ごく自然の,こと,だ。,名詞化
2701T,950115037-016,28,29,中学、高校の運動部が勝利をめざして頑張るのは、ごく自然,のこと,だ。,強調
3201M,950115037-016,30,30,中学、高校の運動部が勝利をめざして頑張るのは、ごく自然のこと,だ,。,判断
3201M,950115037-020,23,23,今度の自殺の、もう一つの問題点は、教師の言葉,だ,。,判断
1593N,950115037-023,27,27,教師が生徒の楽しみを奪い、結果として生命まで奪った,こと,になる。,名詞化
2661T,950115037-023,27,28,教師が生徒の楽しみを奪い、結果として生命まで奪った,ことに,なる。,強調
1593N,950115037-025,46,46,子どもの心を傷つける教師の無神経な言葉が、子どもを登校拒否に追いやったり、いじめの対象を作り出す,こと,にもなる。,名詞化
1593N,950115037-026,13,13,今回のように死へ追い詰める,こと,もあり得るのだ。,名詞化
3201M,950115037-026,5,5,今回のよう,に,死へ追い詰めることもあり得るのだ。,判断
0681Q,950115037-027,16,17,教師や親は子どもを否定するのでは,なく,、その子の良さ、持ち味を見つけて伸ばしてやることだ。,順接必要
0681M,950115037-027,16,17,教師や親は子どもを否定するのでは,なく,、その子の良さ、持ち味を見つけて伸ばしてやることだ。,順接必要
3341M,950115037-027,16,17,教師や親は子どもを否定するのでは,なく,、その子の良さ、持ち味を見つけて伸ばしてやることだ。,否定
1593N,950115037-028,20,20,それが、子どもに生きる希望と目標を与える,こと,になるはずだ。,名詞化
1631M,950115037-028,24,24,それが、子どもに生きる希望と目標を与えることになる,はず,だ。,判断
3201M,950115037-029,5,5,その一方,で,、厳しさ、つらさに耐える力をつけてやることを忘れてはならない。,判断
3201M,950116052-002,12,12,日本社会の成熟化と豊か,な,社会の創出には市民のボランティア活動が不可欠であるとの立場から、私たちは草の根草の根草の根組織に対する法人格取得条件の緩和へ積極的な取り組みを政府に望みたい。,判断
3201M,950116052-002,35,35,日本社会の成熟化と豊かな社会の創出には市民のボランティア活動が不可欠,で,あるとの立場から、私たちは草の根草の根草の根組織に対する法人格取得条件の緩和へ積極的な取り組みを政府に望みたい。,判断
3201M,950116052-003,6,6,全国に無数,に,あるといっていいボランティア組織のほとんどが任意団体であり、法人格を持てない点が規模拡大の大きな壁となっている。,判断
0731Q,950116052-005,21,21,たとえ取得できても主務官庁の監督を受ける,ため,、行政に注文をつける機会が多い市民団体にはそぐわない面が強い。,理由
0731N,950116052-005,21,21,たとえ取得できても主務官庁の監督を受ける,ため,、行政に注文をつける機会が多い市民団体にはそぐわない面が強い。,理由
0731Q,950116052-006,15,15,人材の確保も社会的認知がない,ため,困難を伴い、確保できても社会保険が使えないうえ、事務所や備品は個人名義のため死亡した場合は相続税の問題が出ているのが実情だ。,理由
0731Q,950116052-006,52,52,人材の確保も社会的認知がないため困難を伴い、確保できても社会保険が使えないうえ、事務所や備品は個人名義の,ため,死亡した場合は相続税の問題が出ているのが実情だ。,理由
0731N,950116052-006,15,15,人材の確保も社会的認知がない,ため,困難を伴い、確保できても社会保険が使えないうえ、事務所や備品は個人名義のため死亡した場合は相続税の問題が出ているのが実情だ。,理由
0731N,950116052-006,52,52,人材の確保も社会的認知がないため困難を伴い、確保できても社会保険が使えないうえ、事務所や備品は個人名義の,ため,死亡した場合は相続税の問題が出ているのが実情だ。,理由
3201M,950116052-006,77,77,人材の確保も社会的認知がないため困難を伴い、確保できても社会保険が使えないうえ、事務所や備品は個人名義のため死亡した場合は相続税の問題が出ているのが実情,だ,。,判断
3181M,950116052-009,62,62,同法同法は利益を設立者や出資者らに分配せず、すべて活動の目的に再投資する非配当を原則に、名称や責任者名などを書き込んだ簡単,な,書類を州政府に提出するか郵送すれば数日の審査で認可が下りる民間法人の制度で、全米で登録団体は約百万といわれる。,推量
3201M,950116052-009,85,85,同法同法は利益を設立者や出資者らに分配せず、すべて活動の目的に再投資する非配当を原則に、名称や責任者名などを書き込んだ簡単な書類を州政府に提出するか郵送すれば数日の審査,で,認可が下りる民間法人の制度で、全米で登録団体は約百万といわれる。,判断
3201M,950116052-009,99,99,同法同法は利益を設立者や出資者らに分配せず、すべて活動の目的に再投資する非配当を原則に、名称や責任者名などを書き込んだ簡単な書類を州政府に提出するか郵送すれば数日の審査で認可が下りる民間法人の制度,で,、全米で登録団体は約百万といわれる。,判断
3201M,950116052-011,37,37,この米国の例を参考にしつつ、我が国でも「総合研究開発機構」が行政や企業,で,対応しにくい問題に取り組む市民活動の組織を第三の力として位置付けた「市民公益活動基盤整備に関する調査研究」を進め、「民間公益活動基本法」の制定を提案する一方、新党さきがけが法案作りの検討プロジェクトを発足させた。,判断
3201M,950116052-014,11,11,諸官庁の権限を結果的,に,奪うため、ほかの規制緩和と同様に官僚の抵抗も小さくないだろうだろう。,判断
3201M,950116052-014,25,25,諸官庁の権限を結果的に奪うため、ほかの規制緩和と同様,に,官僚の抵抗も小さくないだろうだろう。,判断
1161Q,950116052-016,15,15,当然ながら、米国の制度をその,まま,直輸入するだけで問題の解決にはならない。,付帯
3201M,950116052-016,23,23,当然ながら、米国の制度をそのまま直輸入するだけ,で,問題の解決にはならない。,判断
3201M,950116052-018,38,38,しかし、住民参加なくして近未来に迫った高齢化社会は成立し得ないことを十分,に,認識し、政策の根本的な転換がより重要である。,判断
3201M,950116052-019,36,36,株式会社などの営利組織よりも、善意の非営利団体の方が法人格の取得が困難,で,ある矛盾は、一日も早く解消しなければならない。,判断
3181M,950117042-003,83,83,それによると、来年の米大統領選挙で、クリントン大統領が再選されるとみている国民は、わずか二四％で、再選は無理との見通しが、実に六五％にも達したの,だっ,た。,推量
3201M,950117042-004,36,36,さらに、四日からスタートした新しい米連邦議会が、クリントン大統領に新た,な,改革を迫ってもいる。,判断
0731Q,950117042-007,12,12,共和党はまた、財政均衡の,ため,の憲法修正、福祉改革、七年間で一兆ドルの歳出削減、行政改革などの国家改造政策の実施を迫っている。,理由
0731N,950117042-007,12,12,共和党はまた、財政均衡の,ため,の憲法修正、福祉改革、七年間で一兆ドルの歳出削減、行政改革などの国家改造政策の実施を迫っている。,理由
3201M,950117042-009,23,23,こうした行政府と議会の対立を、米政治の多難,な,幕開け、あるいは混迷と受け止めるべきではあるまい。,判断
3201M,950117042-012,13,13,国民の意向が、政治に頻繁,に,反映されるシステムが、活力を持続させている。,判断
3181M,950117042-015,26,26,政治家が、国民への人気取り政策を優先しがちだから,だ,。,推量
3201M,950117042-015,26,26,政治家が、国民への人気取り政策を優先しがちだから,だ,。,判断
0731Q,950117042-017,52,52,これは、財政赤字削減を政策の柱にしてきたクリントン大統領のこれまでの政策を変更するもので、人気取りの,ため,とみられても仕方のない決断である。,理由
0731N,950117042-017,52,52,これは、財政赤字削減を政策の柱にしてきたクリントン大統領のこれまでの政策を変更するもので、人気取りの,ため,とみられても仕方のない決断である。,理由
3201M,950117042-020,26,26,これは、米国米国民の政治に対するバランス感覚の表明,で,もあった。,判断
3181M,950117042-028,39,39,しかし、湾岸戦争で絶大な支持率を誇っていたブッシュ大統領の人気が急落したよう,に,、米国の世論は、極めてうつろいやすい。,推量
3201M,950117042-028,11,11,しかし、湾岸戦争で絶大,な,支持率を誇っていたブッシュ大統領の人気が急落したように、米国の世論は、極めてうつろいやすい。,判断
3201M,950117045-001,23,23,「自民党が政権を降りたのは腐敗の続発やおごり,で,あり、国民に『自民党は反省した』と認めてもらうことが政権復帰の第一条件だ」,判断
0482M,950117045-003,41,41,派閥派閥の領袖でもない河野氏が党再生の旗手として総裁にかつぎ出さかつぎ出された,ところ,に、自民党の危機感が如実に表れていたし、大会には党基本路線の見直し、自浄能力の強化、派閥派閥の解消、定年制導入の是非など数多くの党改革の検討課題が提起された。,推量
0681Q,950117045-003,10,11,派閥派閥の領袖でも,ない,河野氏が党再生の旗手として総裁にかつぎ出さかつぎ出されたところに、自民党の危機感が如実に表れていたし、大会には党基本路線の見直し、自浄能力の強化、派閥派閥の解消、定年制導入の是非など数多くの党改革の検討課題が提起された。,順接必要
0681M,950117045-003,10,11,派閥派閥の領袖でも,ない,河野氏が党再生の旗手として総裁にかつぎ出さかつぎ出されたところに、自民党の危機感が如実に表れていたし、大会には党基本路線の見直し、自浄能力の強化、派閥派閥の解消、定年制導入の是非など数多くの党改革の検討課題が提起された。,順接必要
3201M,950117045-003,8,8,派閥派閥の領袖,で,もない河野氏が党再生の旗手として総裁にかつぎ出さかつぎ出されたところに、自民党の危機感が如実に表れていたし、大会には党基本路線の見直し、自浄能力の強化、派閥派閥の解消、定年制導入の是非など数多くの党改革の検討課題が提起された。,判断
3341M,950117045-003,10,11,派閥派閥の領袖でも,ない,河野氏が党再生の旗手として総裁にかつぎ出さかつぎ出されたところに、自民党の危機感が如実に表れていたし、大会には党基本路線の見直し、自浄能力の強化、派閥派閥の解消、定年制導入の是非など数多くの党改革の検討課題が提起された。,否定
0721Q,950117045-005,22,22,この間、自民党は野党を十カ月経験しただけ,で,政権に復帰、いま連立与党として村山政権を支えている。,理由
0721M,950117045-005,22,22,この間、自民党は野党を十カ月経験しただけ,で,政権に復帰、いま連立与党として村山政権を支えている。,理由
3201M,950117045-005,22,22,この間、自民党は野党を十カ月経験しただけ,で,政権に復帰、いま連立与党として村山政権を支えている。,判断
0721Q,950117045-007,15,15,だが、河野総裁が悲壮な決意,で,所属国会議員、党員とともに誓った党再生への取り組みは実行されたのだろうだろうか。,理由
0721M,950117045-007,15,15,だが、河野総裁が悲壮な決意,で,所属国会議員、党員とともに誓った党再生への取り組みは実行されたのだろうだろうか。,理由
3181M,950117045-007,49,49,だが、河野総裁が悲壮な決意で所属国会議員、党員とともに誓った党再生への取り組みは実行されたの,だろう,だろうか。,推量
3201M,950117045-007,12,12,だが、河野総裁が悲壮,な,決意で所属国会議員、党員とともに誓った党再生への取り組みは実行されたのだろうだろうか。,判断
3181M,950117045-008,17,17,反省の実があっての政権復帰だったの,だろう,だろうか。,推量
3201M,950117045-009,89,89,大会には、党基本問題調査会がまとめた党再生を目指す「党の理念」「新綱領」「新宣言」など基本文書案が提案されるが、はっきり言って党再生とは縁遠い、緊張感も迫力も乏しい文言の羅列,で,ある。,判断
3201M,950117045-011,75,75,私たちは、同じ連立のパートナーである社会党、さきがけとの垣根を低くするための党略的色彩が濃厚な点に疑問を呈しつつも、対立軸の不鮮明な政界再編が進行する中,で,、対立軸を明確にしようしようとした自民党の決断を評価した。,判断
3201M,950117045-011,15,15,私たちは、同じ連立のパートナー,で,ある社会党、さきがけとの垣根を低くするための党略的色彩が濃厚な点に疑問を呈しつつも、対立軸の不鮮明な政界再編が進行する中で、対立軸を明確にしようしようとした自民党の決断を評価した。,判断
3201M,950117045-011,44,44,私たちは、同じ連立のパートナーである社会党、さきがけとの垣根を低くするための党略的色彩が濃厚,な,点に疑問を呈しつつも、対立軸の不鮮明な政界再編が進行する中で、対立軸を明確にしようしようとした自民党の決断を評価した。,判断
3201M,950117045-011,83,83,私たちは、同じ連立のパートナーである社会党、さきがけとの垣根を低くするための党略的色彩が濃厚な点に疑問を呈しつつも、対立軸の不鮮明な政界再編が進行する中で、対立軸を明確,に,しようしようとした自民党の決断を評価した。,判断
3201M,950117045-012,25,25,しかし、その後、改憲派の巻き返し、護憲派の反発など,で,字句修正が二転二転三転三転、結局は両者の主張を突き合わせた玉虫色表現で決着した。,判断
3201M,950117045-015,14,14,党改革では、党の永遠の課題,で,ある派閥解消の断行が打ち出され、昨年十二月、すべての派閥がその看板を降ろし、事務所を閉鎖した。,判断
0731Q,950117045-016,28,28,だが、「政策、親ぼくグループは派閥とみなさない」とした,ため,、続々と政策集団が生まれた。,理由
0731N,950117045-016,28,28,だが、「政策、親ぼくグループは派閥とみなさない」とした,ため,、続々と政策集団が生まれた。,理由
1593N,950117045-017,3,3,何の,こと,はない、派閥が政策集団に衣替えしただけで、活動・機能は従来通りだ。,名詞化
3181M,950117045-017,24,24,何のことはない、派閥が政策集団に衣替えしただけ,で,、活動・機能は従来通りだ。,推量
3201M,950117045-017,24,24,何のことはない、派閥が政策集団に衣替えしただけ,で,、活動・機能は従来通りだ。,判断
3201M,950117045-017,36,36,何のことはない、派閥が政策集団に衣替えしただけで、活動・機能は従来通り,だ,。,判断
0731Q,950117045-018,69,69,何よりも厳しく指摘しておかなければならないのは、河野総裁があれほど力説した、党の金権腐敗体質に徹底的にメスを入れ、自浄能力を高める,ため,の具体的措置がほとんど手つかずになっていることだ。,理由
0731N,950117045-018,69,69,何よりも厳しく指摘しておかなければならないのは、河野総裁があれほど力説した、党の金権腐敗体質に徹底的にメスを入れ、自浄能力を高める,ため,の具体的措置がほとんど手つかずになっていることだ。,理由
3201M,950117045-020,74,74,代わってぎらつき出したのは権力維持への執着、予算編成で露出した族議員の全面復活、九月の総裁任期切れをにらんでの派閥次元のうごめきなど旧来の自民党の再現,で,ある。,判断
3201M,950117045-022,16,16,学んだのが政権のありがたさだけ,で,あっては、またぞろおごりと腐敗の続出となるのは目に見えている。,判断
3201M,950119047-003,11,11,神戸市内のあちこち,で,燃え広がった火の手火の手火の手は断水で消火もままならず、焼失面積は百ヘクタール以上になった。,判断
2671T,950119047-006,19,20,そうした方々の心情は察する察するに,余り,ある。,強調
0681Q,950119047-008,22,23,「どうしてこんな事態に」と、被災地だけで,なく,全国のだれでもがこんな思いにあろうあろう。,順接必要
0681M,950119047-008,22,23,「どうしてこんな事態に」と、被災地だけで,なく,全国のだれでもがこんな思いにあろうあろう。,順接必要
3201M,950119047-008,28,28,「どうしてこんな事態に」と、被災地だけでなく全国のだれ,で,もがこんな思いにあろうあろう。,判断
3201M,950119047-008,21,21,「どうしてこんな事態に」と、被災地だけ,で,なく全国のだれでもがこんな思いにあろうあろう。,判断
3341M,950119047-008,22,23,「どうしてこんな事態に」と、被災地だけで,なく,全国のだれでもがこんな思いにあろうあろう。,否定
3201M,950119047-014,23,23,まる一日以上経過しても、神戸市内のあちこち,で,依然、煙が立ち上っている。,判断
1161Q,950119047-017,32,32,上下水道、電気、ガス、通信、交通などのライフラインもズタズタの,まま,だ。,付帯
3201M,950119047-017,33,33,上下水道、電気、ガス、通信、交通などのライフラインもズタズタのまま,だ,。,判断
3201M,950119047-019,12,12,いったい、災害発生時の的確,な,マニュアルを政府は持っていたのか、と疑問すら起きる。,判断
3201M,950119047-024,23,23,しかし、援助物資を運ぶトラックが被災地への途中,で,足止めを食ったり、燃えるに任せたかのような火勢などを見せつけられると、もっと的確な措置はなかったのか、と思わずにいられない。,判断
3201M,950119047-024,44,44,しかし、援助物資を運ぶトラックが被災地への途中で足止めを食ったり、燃えるに任せたかのよう,な,火勢などを見せつけられると、もっと的確な措置はなかったのか、と思わずにいられない。,判断
0721Q,950119047-027,15,15,とすれば、被害を考慮したうえ,で,の事後対策は常に心すべきテーマであろうあろう。,理由
0721M,950119047-027,15,15,とすれば、被害を考慮したうえ,で,の事後対策は常に心すべきテーマであろうあろう。,理由
1181Q,950119047-027,14,14,とすれば、被害を考慮した,うえ,での事後対策は常に心すべきテーマであろうあろう。,添加
3201M,950119047-027,15,15,とすれば、被害を考慮したうえ,で,の事後対策は常に心すべきテーマであろうあろう。,判断
3201M,950119047-030,18,18,それができていたのかどうか疑問,だ,。,判断
3201M,950119047-033,28,28,災害はすべからく天災で「行政に落ち度はない」と言わんばかり,だ,。,判断
0611Q,950119047-034,15,17,事実、予想を超えるケースだった,とし,ても、それは予想の立て方に問題があったのではないか。,順接仮定
0612Q,950119047-034,15,17,事実、予想を超えるケースだった,とし,ても、それは予想の立て方に問題があったのではないか。,順接確定
0681Q,950119047-034,41,42,事実、予想を超えるケースだったとしても、それは予想の立て方に問題があったのでは,ない,か。,順接必要
0681M,950119047-034,41,42,事実、予想を超えるケースだったとしても、それは予想の立て方に問題があったのでは,ない,か。,順接必要
3181M,950119047-034,39,39,事実、予想を超えるケースだったとしても、それは予想の立て方に問題があったの,で,はないか。,推量
3341M,950119047-034,41,42,事実、予想を超えるケースだったとしても、それは予想の立て方に問題があったのでは,ない,か。,否定
0611Q,950119047-036,2,4,だ,とし,たら、もっと自然に対して謙虚になった予測があってもよかった。,順接仮定
0612Q,950119047-036,2,4,だ,とし,たら、もっと自然に対して謙虚になった予測があってもよかった。,順接確定
0612Q,950119047-036,2,5,だ,としたら,、もっと自然に対して謙虚になった予測があってもよかった。,順接確定
3201M,950119047-036,19,19,だとしたら、もっと自然に対して謙虚,に,なった予測があってもよかった。,判断
1593N,950119047-037,84,84,その予想・予測に関して言えば、多くの人が衝撃を受けたのは、「地震国であるがゆえに、建造物の耐震構造は世界のトップ」と聞かされ続けた安全への信頼が、大きく揺らいだ,こと,だ。,名詞化
2051M,950119047-037,84,85,その予想・予測に関して言えば、多くの人が衝撃を受けたのは、「地震国であるがゆえに、建造物の耐震構造は世界のトップ」と聞かされ続けた安全への信頼が、大きく揺らいだ,ことだ,。,推量
3181M,950119047-037,85,85,その予想・予測に関して言えば、多くの人が衝撃を受けたのは、「地震国であるがゆえに、建造物の耐震構造は世界のトップ」と聞かされ続けた安全への信頼が、大きく揺らいだこと,だ,。,推量
1593N,950119047-038,67,67,ことに、関東大震災クラスが起きても大丈夫とされていた高速道路の高架が崩壊し、技術大国の粋を集めた新幹線の橋りょうが崩れた,こと,は、地震への恐怖・不安を一層駆り立てている。,名詞化
3181M,950119047-041,76,76,政府は調査団を派遣し、二月には報告書をまとめているが、その結論は「得るべき教訓はなく、日本の構造物は安全」であり、米国の基準の甘さを指摘しただけ,だっ,た。,推量
3201M,950119047-041,76,76,政府は調査団を派遣し、二月には報告書をまとめているが、その結論は「得るべき教訓はなく、日本の構造物は安全」であり、米国の基準の甘さを指摘しただけ,だっ,た。,判断
0681Q,950119047-042,10,11,過信があったのでは,ない,か。,順接必要
0681M,950119047-042,10,11,過信があったのでは,ない,か。,順接必要
3181M,950119047-042,8,8,過信があったの,で,はないか。,推量
3341M,950119047-042,10,11,過信があったのでは,ない,か。,否定
0721Q,950119047-046,7,7,こうした中,で,地震学者の間から「地震の静穏期は過ぎ、活動期に入った可能性がある」という指摘もあったが、これを契機にした積極的な地震対策が政府において取られた形跡はない。,理由
0721M,950119047-046,7,7,こうした中,で,地震学者の間から「地震の静穏期は過ぎ、活動期に入った可能性がある」という指摘もあったが、これを契機にした積極的な地震対策が政府において取られた形跡はない。,理由
3201M,950119047-046,7,7,こうした中,で,地震学者の間から「地震の静穏期は過ぎ、活動期に入った可能性がある」という指摘もあったが、これを契機にした積極的な地震対策が政府において取られた形跡はない。,判断
0681Q,950119047-047,44,45,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があったのでは,ない,か。,順接必要
0681M,950119047-047,44,45,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があったのでは,ない,か。,順接必要
1593N,950119047-047,32,32,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていた,こと,から慢心があったのではないか。,名詞化
3181M,950119047-047,42,42,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があったの,で,はないか。,推量
3341M,950119047-047,44,45,たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があったのでは,ない,か。,否定
3201M,950119047-053,26,26,しかも当時としては「高速道路は崩壊しない」が前提,だっ,た。,判断
1071Q,950119047-057,9,10,そのうえで、多くの,ものを,学び取らなければならない。,想外
1071M,950119047-057,9,10,そのうえで、多くの,ものを,学び取らなければならない。,想外
3201M,950119047-057,4,4,そのうえ,で,、多くのものを学び取らなければならない。,判断
3201M,950120049-005,7,7,倒壊家屋の下,で,三日間も頑張り、救出された人々がいた。,判断
3201M,950120049-008,8,8,救出が一人一人,で,も多いよう、関係機関は使いうる手段をすべて尽くすべきだ。,判断
1593N,950120049-011,37,37,被災者の心身の疲労という被害に援助の手を差し伸べ、当面の衣食住を支える,こと,は、人命救助と並ぶ最重要課題である。,名詞化
3201M,950120049-013,14,14,そのためには、まず政府の強力,な,リーダーシップを求めたい。,判断
1631M,950120049-014,68,68,被災地に入った村山富市首相は、道路に噴き出した水道水をすくい取っすくい取って飲む姿や三人で一個のおにぎりを分け合う事態を見聞きした,はず,だ。,判断
3181M,950120049-014,69,69,被災地に入った村山富市首相は、道路に噴き出した水道水をすくい取っすくい取って飲む姿や三人で一個のおにぎりを分け合う事態を見聞きしたはず,だ,。,推量
3201M,950120049-016,12,12,兵庫県内の暗やみの中,で,、人々が水と食べ物の不足に苦しんでいる同じ夜、隣接した大阪の繁華街ではネオンが光り、飲食店はにぎわっている。,判断
3201M,950120049-017,19,19,水も食料も、被災地を離れるとふんだん,に,ある。,判断
3201M,950120049-018,16,16,これが、戦災の避難生活との違い,だ,。,判断
3201M,950120049-021,15,15,問題は、これら救援物資を早急,に,被災地へ届け、住民に効率よく配分するシステムが十分に機能していない点である。,判断
3201M,950120049-021,42,42,問題は、これら救援物資を早急に被災地へ届け、住民に効率よく配分するシステムが十分,に,機能していない点である。,判断
3201M,950120049-023,29,29,被害を免れた一般道路が絶望的に渋滞し、救援物資が各所,で,立ち往生している。,判断
0681Q,950120049-024,29,30,救出・救援用車両の優先策などは一部始まったが、まだ十分で,ない,。,順接必要
0681M,950120049-024,29,30,救出・救援用車両の優先策などは一部始まったが、まだ十分で,ない,。,順接必要
3341M,950120049-024,29,30,救出・救援用車両の優先策などは一部始まったが、まだ十分で,ない,。,否定
3201M,950120049-027,4,4,そのうえ,で,、必要な物資を全被災者に早く、平等・有効に配分するシステムを工夫すべきだ。,判断
0482M,950120049-032,27,27,神戸市が専門知識を持つ民間ボランティアを募集した,ところ,、各地から大変な人数の応募があった。,推量
3201M,950120049-032,35,35,神戸市が専門知識を持つ民間ボランティアを募集したところ、各地から大変,な,人数の応募があった。,判断
0721Q,950120050-007,94,94,国会開幕に当たって与野党に注文しておきたいのはまず、一九九〇年代後半の政治動向を決定づける「三大選挙」で有権者が何を基準に投票行動を決めればいいのか、その選択肢を論戦を通じて明確な形,で,国民の前に提示してほしい、という点だ。,理由
0721M,950120050-007,94,94,国会開幕に当たって与野党に注文しておきたいのはまず、一九九〇年代後半の政治動向を決定づける「三大選挙」で有権者が何を基準に投票行動を決めればいいのか、その選択肢を論戦を通じて明確な形,で,国民の前に提示してほしい、という点だ。,理由
3201M,950120050-007,92,92,国会開幕に当たって与野党に注文しておきたいのはまず、一九九〇年代後半の政治動向を決定づける「三大選挙」で有権者が何を基準に投票行動を決めればいいのか、その選択肢を論戦を通じて明確,な,形で国民の前に提示してほしい、という点だ。,判断
1593N,950120050-008,44,44,一昨年、宮沢政権が倒れたのを契機に始まった政界再編はなお進行の過程にあるが、遺憾な,こと,に政界再編の基軸となるべき基本理念、政策はわきへ追いやられ、数合わせ数合わせ先行の政権争奪ゲームに終始している。,名詞化
2661T,950120050-008,44,45,一昨年、宮沢政権が倒れたのを契機に始まった政界再編はなお進行の過程にあるが、遺憾な,ことに,政界再編の基軸となるべき基本理念、政策はわきへ追いやられ、数合わせ数合わせ先行の政権争奪ゲームに終始している。,強調
1161Q,950120050-009,33,33,共産党を除く野党が結集した新進党も理念、政策の違いを内包した,まま,小選挙区制対応での駆け込み結党の色合いが濃厚だし、そもそも村山政権そのものが理念、政策を飛び越えて手を結んだ連立政権である。,付帯
3201M,950120050-009,56,56,共産党を除く野党が結集した新進党も理念、政策の違いを内包したまま小選挙区制対応での駆け込み結党の色合いが濃厚,だ,し、そもそも村山政権そのものが理念、政策を飛び越えて手を結んだ連立政権である。,判断
0681Q,950120050-010,31,32,政策不在、対立軸の不鮮明な政界再編が進行する中、争点が明確で,なく,、選択肢が示されずに民意を問われても有権者は戸惑うばかりだ。,順接必要
0681M,950120050-010,31,32,政策不在、対立軸の不鮮明な政界再編が進行する中、争点が明確で,なく,、選択肢が示されずに民意を問われても有権者は戸惑うばかりだ。,順接必要
3201M,950120050-010,30,30,政策不在、対立軸の不鮮明な政界再編が進行する中、争点が明確,で,なく、選択肢が示されずに民意を問われても有権者は戸惑うばかりだ。,判断
3201M,950120050-010,63,63,政策不在、対立軸の不鮮明な政界再編が進行する中、争点が明確でなく、選択肢が示されずに民意を問われても有権者は戸惑うばかり,だ,。,判断
3341M,950120050-010,31,32,政策不在、対立軸の不鮮明な政界再編が進行する中、争点が明確で,なく,、選択肢が示されずに民意を問われても有権者は戸惑うばかりだ。,否定
0681Q,950120050-011,13,14,だが、対立軸がないわけでは,ない,。,順接必要
0681M,950120050-011,13,14,だが、対立軸がないわけでは,ない,。,順接必要
3341M,950120050-011,13,14,だが、対立軸がないわけでは,ない,。,否定
1593N,950120050-016,91,91,とりわけ海部氏は質問時間をフルに使って提案型の代表質問を行い、新進党の政見と政府施策との違いを明らかにしていく意向というが、論戦を通じて対立軸が浮き彫りになるのであれば結構な,こと,だ。,名詞化
2051M,950120050-016,91,92,とりわけ海部氏は質問時間をフルに使って提案型の代表質問を行い、新進党の政見と政府施策との違いを明らかにしていく意向というが、論戦を通じて対立軸が浮き彫りになるのであれば結構な,ことだ,。,推量
3201M,950120050-016,17,17,とりわけ海部氏は質問時間をフル,に,使って提案型の代表質問を行い、新進党の政見と政府施策との違いを明らかにしていく意向というが、論戦を通じて対立軸が浮き彫りになるのであれば結構なことだ。,判断
3201M,950120050-016,52,52,とりわけ海部氏は質問時間をフルに使って提案型の代表質問を行い、新進党の政見と政府施策との違いを明らか,に,していく意向というが、論戦を通じて対立軸が浮き彫りになるのであれば結構なことだ。,判断
3201M,950120050-016,90,90,とりわけ海部氏は質問時間をフルに使って提案型の代表質問を行い、新進党の政見と政府施策との違いを明らかにしていく意向というが、論戦を通じて対立軸が浮き彫りになるのであれば結構,な,ことだ。,判断
2881W,950120050-019,10,12,選挙を控えた国会,となる,と、従来とかく政府は国民に痛みを伴う法案は出さず、大盤振る舞いの予算を編成し、与野党とも我田引水的宣伝合戦に終始して論戦を避ける傾向にある。,状況
3181M,950120050-020,56,56,この際、与野党には安易なご機嫌とりの“談合”政治を排し、ポスト冷戦の日本の政治、経済の在り方を見据えた真剣,な,論戦の展開を望んでおきたい。,推量
3201M,950121045-002,67,67,この二年ほどの間に北海道、東北周辺で起きた四つの大地震を予知することができず、さらに阪神大震災の不意打ちを食らったから,で,ある。,判断
3201M,950121045-003,19,19,政府も地震学者もこれまで「予知が可能,な,のは地震の規模がマグニチュード８クラスの東海地震だけ」と言い続けてきた。,判断
0721Q,950121045-004,26,26,その意味で学者に責任はないが、予想もしなかった場所,で,大きな被害をもたらす地震が相次いだのだから「残念だ」という気持ちが強い。,理由
0721M,950121045-004,26,26,その意味で学者に責任はないが、予想もしなかった場所,で,大きな被害をもたらす地震が相次いだのだから「残念だ」という気持ちが強い。,理由
3181M,950121045-004,43,43,その意味で学者に責任はないが、予想もしなかった場所で大きな被害をもたらす地震が相次いだの,だ,から「残念だ」という気持ちが強い。,推量
0681Q,950121045-005,16,17,国民の間にも「地震予知は幻では,ない,か。東海地震の予知だって怪しい」という考えが広まったのではないか。,順接必要
0681Q,950121045-005,49,50,国民の間にも「地震予知は幻ではないか。東海地震の予知だって怪しい」という考えが広まったのでは,ない,か。,順接必要
0681M,950121045-005,16,17,国民の間にも「地震予知は幻では,ない,か。東海地震の予知だって怪しい」という考えが広まったのではないか。,順接必要
0681M,950121045-005,49,50,国民の間にも「地震予知は幻ではないか。東海地震の予知だって怪しい」という考えが広まったのでは,ない,か。,順接必要
1211D,950121045-005,30,31,国民の間にも「地震予知は幻ではないか。東海地震の予知だ,って,怪しい」という考えが広まったのではないか。,同格
