['0031P']	950103081-014	11	13	古前田監督はまだ選手	として	プレーしていた。
['3031T']	950103086-003	3	4	日本	でも	、毎日新聞など全国紙が電子新聞の実験サービスを始める準備を進めており、今年は活字メディアの「電子新聞元年」になりそうだ。
['2881W']	950101139-015	12	14	あとは、挑戦者シリーズ	となる	ルイ・ヴィトンカップ、同シリーズの優勝艇しか出場できないアメリカズカップでのレースが待っているだけ。
['1221D']	950120049-015	12	13	「あらゆる手を尽くす」	との	約束実現に、すぐ取りかかるべきだ。
['0331D']	950125052-001	49	52	阪神大震災は、戦後、整備されてきた防災対策や都市造りに問題はなかったのか、という政治、経済の両面	にわたる	重い課題を突き付けた。
['2881W']	950202054-035	42	44	住民の合意形成を要する事業ばかりだが、震災の教訓を行政と市民が共有し、全国のモデル	となる	防災都市として蘇ってもらいたい。
['0091N']	950103032-007	27	30	また同補佐官は、金正日書記の主席就任が遅れていること	について	「金正日氏が最終的には実権を確立していると思う」と述べた。
['0721Q']	950101073-025	46	47	住み込みで長時間働くフィリピン人女性たちにとって、セントラルでのおしゃべりは貴重な息抜きな	のだ	。
['1411Q']	950104119-002	40	43	新宿署の調べでは、森さんは運転手が運転する車の後部座席に乗り、信号待ちをしてい	たところ	、追突で押し出された都内の会社員の乗用車に追突された。
['2861W']	950123087-020	3	4	復旧	には	、七百七百億円以上がかかるとされる。
['0721Q']	950203050-028	59	60	そのことを踏まえると、本をしっかり読み、感じたこと、考えたことを書き表す読書感想文は、今日、ますます大切になってくる	のだ	。
['1212M']	950103018-013	33	35	これらの業界は、比較的外圧を受けにくく、また政治的発言力が強い、	という	特徴がある。
['0031N']	950104177-010	20	22	比較文明学会が昨年末、創立十周年記念号	として	機関誌『比較文明』第１０号を刊行した。
['1101Q']	950104065-011	70	73	同級生の星野麻子さんは「成績は学年トップ。級長もやり、みんなを引っ張っていくところは男っぽい。女の子の会話の輪にも自然に加わり、男女のいい	ところを	取った感じ」と黒田君評。
['2371M']	950103100-008	30	35	北朝鮮側も、同時期に社会党関係者に交流事業を打診してきてい	たこともあっ	て積極姿勢を示し、現在、細部の詰めに入っている。
['1321M']	950103100-008	26	27	北朝鮮側も、同時期に社会党関係者に交流事業を打診し	てき	ていたこともあって積極姿勢を示し、現在、細部の詰めに入っている。
['1211D']	950103018-009	50	52	明治以来、今日に至るまで、民間経済が発展し、成熟するに従って製造業を中心に、政府の規制を外していく	という	ものであった。
['0551D']	950103018-009	27	29	明治以来、今日に至るまで、民間経済が発展し、成熟する	に従っ	て製造業を中心に、政府の規制を外していくというものであった。
['0171P']	950204061-003	34	37	大震災の被害額は日を追って膨れ上がっ膨れ上がっており、兵庫県の調査	によると	十兆円を超えている。
['1211D']	950103030-007	49	51	また、サウナも早朝割引で客寄せするところが増え、あるホテルのサウナは普通料金で朝食サービスをする	という	具合だ。
['0171P']	950104141-004	15	18	三日のインタファクス通信など	によると	、激戦は特に大統領官邸から北西一・五キロ、北五キロの二地点で発生。
['0871Q']	950104075-007	14	15	一九九五年の課題は何といっ	ても	体重調整。
['1212M']	950201061-013	48	50	今回の「ガス室はなかった」とする記事掲載の根底には、編集者にこのあいまいさからくる甘えがあった	と言え	ないだろうだろうか。
['0862Q']	950131056-007	60	61	付言すれば三十三十日の衆院予算委員会では同じ新進党の二見伸明氏が「責任はしかるべき時にとるのか」と暗に引責辞任を求めた	のに	対し首相は「いろんな批判は知っているが、今は復旧、復興対策に全力を挙げる」と答えた。
['1111Q']	950131056-007	60	63	付言すれば三十三十日の衆院予算委員会では同じ新進党の二見伸明氏が「責任はしかるべき時にとるのか」と暗に引責辞任を求めた	のに対し	首相は「いろんな批判は知っているが、今は復旧、復興対策に全力を挙げる」と答えた。
['1212M']	950209059-035	49	53	解体・撤去が本格化し、一方で建築資材の搬入も始まれば、市街地の交通渋滞がさらに深刻化するのは必至	といえよう	いえよう。
['0031P']	950104062-010	50	52	２０歳から５９歳までの妻の中で約３分の２が生活費の管理を担当しており、アメリカなどの先進国では、主	として	夫が家計の財布のヒモを握っていることとは著しい開きが存在している。
['1321M']	950201060-021	44	46	子どもたちの言葉や態度からは、転入児童を励まそう励まそうという気持ちがひしひしと伝わっ	てくる	。
['0031N']	950203049-011	28	30	阪神大震災後に開かれた地震予知連絡会では、危険な活断層	として	野島断層を含む六甲断層系のほか、長野県の伊那谷断層、静岡県の富士川断層、神奈川県の国府津―松田―神縄断層の名前が挙げられた。
['0031P']	950201060-036	34	36	阪神大震災を契機に、ふだん人ごと人ごとと思いがちな災害を身近な問題	として	受け止めよう受け止めよう、との動きが各地の学校に見られる。
['0031N']	950101068-003	23	25	今井政之さんは、日展系陶芸作家特有の装飾美術	として	の陶芸を探究しつつ歩んできた。
['0031P']	950101073-011	19	21	香港人や香港駐在の外国人家庭でメード	として	働く女性たちだ。
['0031N']	950104049-004	15	17	次いで「単価が下がっても全体	として	は増収」が二十二十六社、「特段の影響はない」が二十二十二社の順で、見解が三つに分かれた。
['1451M']	950101020-008	100	103	冷戦の終えんが「どんな政党でも政権を担うことが出来る」状況をもたらし、三十三十八年間の自民党支配から覚めた日本の政治だが、同時に、行き詰まった利益誘導型政治に代わる政治の目標としての「価値」を見失っ	てしまい	、政治全体が漂流状態に陥った。
['1751M']	950101020-008	21	26	冷戦の終えんが「どんな政党でも政権を担う	ことが出来る	」状況をもたらし、三十三十八年間の自民党支配から覚めた日本の政治だが、同時に、行き詰まった利益誘導型政治に代わる政治の目標としての「価値」を見失ってしまい、政治全体が漂流状態に陥った。
['0011P']	950101071-014	13	15	広大な国土を抱えるカナダ	にとっ	て移民受け入れは国策であり、二〇〇〇年までの移民計画は、年間二十二十一万五千五千―十九万人。
['0011P']	950101071-014	13	16	広大な国土を抱えるカナダ	にとって	移民受け入れは国策であり、二〇〇〇年までの移民計画は、年間二十二十一万五千五千―十九万人。
['2451M']	950107043-007	53	54	この国民の期待を担った政権が発足からわずか七カ月余りで、それも首相自身の汚職容疑が引き金となって崩壊する	とは	、国民も予想できなかっただろうだろう。
['0541Q']	950101073-041	33	35	ボーロンガンさん自身も香港人の家庭でメードをしながら会員らの相談	に応じ	ている。
['0541Q']	950101073-041	33	36	ボーロンガンさん自身も香港人の家庭でメードをしながら会員らの相談	に応じて	いる。
['0031P']	950127048-018	11	13	企業体質の改善の一歩	として	、設備関連費の抑制が重要で、この購入面で競争原理が生かせるはずだ。
['2021M']	950203049-019	34	39	それでも今回のようなマグニチュード７クラス地震の的確な予知は難しい	かもしれない	。
['2021M']	950203049-019	34	35	それでも今回のようなマグニチュード７クラス地震の的確な予知は難しい	かも	しれない。
['3121T']	950103011-004	36	37	首相は四日は伊勢神宮に参拝、十日から訪米するが、周辺によると、疲労だけ	なの	で日程の変更などはないという。
['1381M']	950103036-019	45	47	我々の生活が知らず知らずにどれだけ規制でしばられているか、規制緩和によって豊かさが変わっ	ていく	のかを考えてみた。
['0091N']	950104048-005	7	10	今後の見通し	について	は「さらに増える」が四十四十五社で最も多く、次いで「変わらない」が二十二十五社、「減らす」はゼロだった。
['0031P']	950101162-012	18	20	中国からの流民も増え、一大観光都市	として	脚光を浴びていた。
['0032T']	950123087-012	25	27	しかし、いまや、最大加速度二〇〇ガルを設計の標準	として	きた耐震構造の「安全神話」が崩れた現実を直視する必要がある。
['1211D']	950223050-044	44	47	その後に発覚したリクルート事件、共和汚職、東京佐川急便事件、ゼネコン汚職、政治献金脱税	といった	例示を待つまでもなく、金権腐敗は拡大し続けた。
['0201D']	950128045-019	45	48	最高裁は立法趣旨を確認したうえ、「父母の存在が判明していない状況では『ともに知れない』時	に当たる	」と幅広く解釈した。
['1211D']	950104002-009	73	75	インタファクス通信によると、大統領官邸付近には約百人のロシア兵の遺体が散乱しているほか、官邸の地下に将校を含むロシアの負傷兵六人が収容されている	という	。
['2161M']	950224054-017	43	46	政府や電事連は提起された疑問に対して具体的なデータや根拠を基に説明し、各国の理解を得	てほしい	。
['3121T']	950114046-004	19	20	すでにこの新党構想が胸突き胸突き八丁	なの	に、である。
['0091N']	950112043-014	10	13	米朝米朝合意の実施	について	は、米国の中間選挙で共和党が議会の多数を占めたことから、合意が白紙化されるのではないかと憂慮する見方がある。
['0032T']	950104049-004	15	17	次いで「単価が下がっても全体	として	は増収」が二十二十六社、「特段の影響はない」が二十二十二社の順で、見解が三つに分かれた。
['0201P']	950104101-004	27	31	未公表資料を収集しながら水俣病発生のメカニズムの解明	に当たって	いる。
['0201P']	950104101-004	27	30	未公表資料を収集しながら水俣病発生のメカニズムの解明	に当たっ	ている。
['3121T']	950115037-024	51	52	岩手県教組がかつて中学生、高校生に「二度と先生に言ってほしくない言葉」をアンケートしたら「お前はバカ	なん	だ」「もう学校へ来るな」「お前なんかなんかなんか死んでしまえ」「顔など見たくもない」といった言葉が挙げられた。
['1212M']	950227033-020	74	76	同アピールでは危機管理体制の確立を国民レベルで討議する「危機管理国民フォーラム」の開催を提案、これを聞いた村山首相らが、防災臨調の設置を思い立った	という	。
['0171P']	950104233-003	13	16	近畿管区警察局内のまとめ	によると	、昨年の近畿の交通事故死者事故死者は千六百六百人で、前年より二十二十一人増えて、七年連続で千五百五百人を突破。
['3031T']	950128044-014	4	5	その中	でも	、諸外国から寄せられる援助、好意にどう応えるか、の問題は見落とせない。
['0862M']	950127047-032	11	12	発生後十日も経過した	のに	、お粗末すぎると言わざるを得ない。
['0031P']	950111045-027	16	18	教育委員会は「標準」を「目安」	として	扱い、各学校の創意ある「五日制」実施を認めることだ。
['2881W']	950122051-022	29	31	補修、管理に回される資金もあるが、多くは新規事業への資金	となっ	ている。
['2881W']	950122051-022	29	32	補修、管理に回される資金もあるが、多くは新規事業への資金	となって	いる。
['0091N']	950104232-009	14	17	米国人学生が原爆の被害など	について	ほとんど知らないことにショックを受けた。
['3191M']	950121046-026	91	94	政権基盤の弱さやリーダーシップ不足を見透かすように、霞が関の官僚たちが首相演説で横やりを通したようだが、首相は政権の命脈を左右するこの二つの問題で辛くも意地を貫いたのではないだろう	だろうか	。
['1381M']	950205035-009	25	27	そうである以上、政府は、率先して自らをスリム化し	ていく	必要がある。
['0032T']	950101078-008	20	22	井上家、安井家、林家とともに囲碁の家元	として	徳川幕府に認められ、将軍の前で御城碁を打ち、各派が競い合ってその技量を高めてきた。
['2161M']	950221061-026	32	35	原発が集中した地域もあり、国民の不安解消のために徹底的に議論し	てほしい	。
['2451W']	950223050-062	34	35	「田中的なもの」が許容されてきた背景が社会一般の価値観と無縁だった	とは	思えない。
['1321M']	950103071-022	32	34	むろん場所に入れば、貴乃花自身が予想した以上の重圧がのしかかっ	てくる	だろうだろう。
['0011P']	950124042-021	13	15	老人や乳幼児を抱える母親	にとっ	て、医師の顔を見るほどうれしく安心なことはないのだ。
['0011P']	950124042-021	13	16	老人や乳幼児を抱える母親	にとって	、医師の顔を見るほどうれしく安心なことはないのだ。
['1321M']	950204061-002	41	42	私たちは防災対策の観点から現在国会で審議中の一九九五年度予算案の組み替えを提案し	てき	たが、財源問題から再度予算の組み替えを強調したい。
['1212M']	950101015-009	79	81	久保氏はさきがけに期待し、武村正義代表と頻繁に接触、武村氏は連携に傾いていると言われるが、さきがけ内部には「社民主義と保守リベラルは違う」などの慎重論は強い	という	。
['2691T']	950101020-042	58	60	しかし、まず、国民の「代表」を根本から選び直す選び直す、といった荒療治なしに、こうしたビジョンが実像として実を結ぶ	ことは	、あり得ないのではないか。
['0032T']	950101020-042	51	53	しかし、まず、国民の「代表」を根本から選び直す選び直す、といった荒療治なしに、こうしたビジョンが実像	として	実を結ぶことは、あり得ないのではないか。
['0271D']	950104136-012	15	17	払い込みの請求や、顧客の企業	からの	問い合わせの際には、別の担当者が対応し、請求を繰り返していた。
['3121T']	950220032-009	12	13	なぜ、いま値上げが必要	なの	か。
['2161M']	950217044-019	41	44	被災地の「自立・相互扶助」の精神を、復興への大切なエネルギーに転化する計画であっ	てほしい	。
['3031T']	950101073-016	18	19	香港は、一人一人当たりの国民総生産	でも	宗主国・英国を上回るまでの経済発展を遂げた。
['2861W']	950101008-014	16	17	村山政権に影響があるということ	には	ならない。
['0811Q']	950103087-003	24	26	「４５文字ニュース」はニュースの要点をまとめた	もので	、「スポーツ館」ではスポーツドラマを、「宝くじ当選情報」では、いつでも当選番号を確認できる。
['1221D']	950110041-017	43	44	いまのところ法案は二月中旬には国会に提出される見通しで、五十嵐広三官房長官は毎日新聞	との	インタビューで「何としても今度の国会で成立させる」と語っている。
['2371M']	950121046-004	12	17	冒頭に地震対策を挿入し	たこともあり	全文一万五千五千字。
['2021M']	950220031-029	28	29	神戸市は、いつもの状態に戻るまで「今年いっぱいはかかる	かも	しれない」と悲観的だ。
['2021M']	950220031-029	28	33	神戸市は、いつもの状態に戻るまで「今年いっぱいはかかる	かもしれない	」と悲観的だ。
['1871M']	950101083-003	39	43	例えば、下着は裏用裏用を省き、長じゅばんと着物、帯、あとはひもだけで着付ける	ようにする	のはどうでしょうでしょう。
['2861W']	950104226-003	4	5	研究会	には	同大の文、生活環境、音楽、薬の四学部から参加、男性四人も含む。
['0032T']	950211051-001	50	52	九日死去した米国のフルブライト元上院議員は、良質の国際主義を説き、軍事干渉主義に反対し続けた政治家	として	知られる。
['1321M']	950115036-018	26	27	メキシコの通貨危機も、これまで経常収支の赤字を賄っ	てき	た米国からの資金流入が細り、逆に資本逃避に見舞われたことがある。
['0031P']	950207057-015	54	56	神戸や西宮市の保健所で、震災数日後に精神科の救護所が開設されたが、初めは地域や近隣府県の医師のボランティア	として	の活動だった。
['1321M']	950105042-023	22	23	これはまた、韓国が日本に一方的に協力を求め	てき	た時代の終わりをも意味する。
['0271D']	950103080-006	9	11	奈良育英は、前線	からの	プレスを最後まで徹底して清水市商の攻撃を中央へ偏らせ、エースストライカー安永には杉田、石渡が２人２人がかりでマーク、容易に前を向かせない。
['0271D']	950104160-004	5	7	サラエボ	からの	報道によると、ビハチ北郊のベリカ・クラドゥシャベリカ・クラドゥシャベリカ・クラドゥシャでは三日、二百二百五十五十回に及ぶ砲撃戦が交わされた。
['2861W']	950101171-001	25	26	三十三十一日夜から一日一日朝にかけ、関西国際空港	には	イベントや初日の出を楽しむたくさんの若者や家族連れが繰り出した。
['1071Q']	950119047-057	10	12	そのうえで、多くの	ものを	学び取らなければならない。
['1871M']	950101083-004	26	30	また、足袋も化繊のものを用意し、洗濯が簡単にできる	ようにする	のもアイデアです。
['1071M']	950101083-004	10	12	また、足袋も化繊の	ものを	用意し、洗濯が簡単にできるようにするのもアイデアです。
['2861W']	950119047-026	10	11	都市構造も一朝一夕	には	改造できない。
['1321M']	950123087-012	27	28	しかし、いまや、最大加速度二〇〇ガルを設計の標準とし	てき	た耐震構造の「安全神話」が崩れた現実を直視する必要がある。
['0151D']	950205035-026	6	8	きちんと筋	を通し	てもらいたい。
['0081N']	950205035-010	8	11	政府は、各省庁	に対して	今月十日までに、全九十九十二法人について見直し案をまとめるよう求めてきた。
['0091N']	950205035-010	28	31	政府は、各省庁に対して今月十日までに、全九十九十二法人	について	見直し案をまとめるよう求めてきた。
['2451W']	950206067-013	18	19	心配なのは世界がグローバル化するの	とは	逆に、主要国の政治が不安定になり、金融面での協調態勢が脅かされることだ。
['0031N']	950119047-012	8	10	地震列島の宿命	として	「明日は我が身」なのだから。
['1711M']	950109021-008	34	37	新制度の下では生産者は数量を届け出さえすれば、政府の手をわずらわす	ことなく	、どこへでも自由にコメを売れる。
['1221D']	950216051-048	19	20	ここに私たちは、ベンチャー企業と銀行	との	好ましい結び付きの一つの例を見ることができる。
['0121P']	950104232-002	20	23	原爆切手の発行計画など原爆投下の正当性	をめぐり	揺れる米国で、被爆二世の日本人女子留学生が大学に提案した核問題についてのセミナー開催が今年夏、実現する。
['0032T']	950222054-033	40	42	複数の作業所が手を携え再建を目指すケースには原則二十二十人にこだわらず認可施設	として	職場を提供する温かく、柔軟な対応を切に望む。
['0252T']	950101053-011	40	42	台湾当局は「中国が台湾敵視政策を変えない限り直行便には応じない」と政治的カード	にして	いるが、経済界にはコスト削減のため直行実現を求める声が強い。
['0031P']	950107042-031	7	9	司法改革の柱	として	法曹人口の問題が今、法曹界内部で活発に論議されている。
['1221D']	950227034-011	19	20	インドは戦火を交えたパキスタン、中国	との	対抗上、旧ソ連と緊密な関係を維持したが、ソ連崩壊で後ろ盾後ろ盾を失い、西側との関係改善に乗り出した。
['1221D']	950227034-011	58	59	インドは戦火を交えたパキスタン、中国との対抗上、旧ソ連と緊密な関係を維持したが、ソ連崩壊で後ろ盾後ろ盾を失い、西側	との	関係改善に乗り出した。
['0031P']	950104177-022	14	16	神川氏は「文明の共存を前提	として	その実現化を求める使命志向科学としての比較文明学」と語る。
['0031P']	950104177-022	32	34	神川氏は「文明の共存を前提としてその実現化を求める使命志向科学	として	の比較文明学」と語る。
['1221D']	950104023-005	35	36	体の状態について健康と答えた人は八七・八％で、体力に自信を持っている	との	回答は八一・一％だった。
['0101D']	950208059-010	16	19	ところが、このベクターの安全性	に関する	データが十分ではないことが分かった。
['0721Q']	950115037-011	14	16	それが自殺の引き金になった	のだっ	た。
['0031P']	950101078-004	10	12	つねに囲碁界の中心	として	争われてきたタイトルは、これまで十人の本因坊を誕生させてきた。
['1321M']	950103055-017	25	26	「王国」の評価に満足せず、積極的に世代交代を促し	てき	た。
['1212M']	950109021-025	50	53	基本的にコメ不足時代の制度と組織であった食管制度と食糧庁が今まで存続していたこと自体が、異常だった	と言える	。
['0933W']	950101142-011	18	19	素材は薄くて軽く、パラシュートを横	にし	たように広がる。
['1221D']	950103010-010	20	21	ピークの五十五十代では「三極化」の回答	との	差は二ポイントと対立しているのに、六十六十代で一六ポイントと急激に差が開いているのが目立つ。
['0031N']	950110041-024	40	42	法案化に当たって政府が取るべき道は、機関委任事務の原則廃止や、強力な第三者機関	として	の推進委員会設置を毅然として盛り込むことだ。
['0201N']	950110041-024	4	8	法案化	に当たって	政府が取るべき道は、機関委任事務の原則廃止や、強力な第三者機関としての推進委員会設置を毅然として盛り込むことだ。
['0031N']	950227034-009	13	15	国際通貨基金は支援の条件	として	自由化を要求、閉鎖的な体制の下で不振にあえぐ経済を立て直すため、ラオ政権は開放政策に踏み切った。
['0201D']	950202055-029	34	37	運輸省では研究会を設け、運賃政策について検討しているようだが、査定	に当たっ	て、そうした成果を活用してもらいたい。
['1211D']	950101110-003	24	26	同町役場によると、揺れはひどくなく、混乱はない	という	。
['2861W']	950101152-006	74	75	豪州の国民的英雄、ジョン・バートランドがスキッパーとして復活したほか、前回ニュージーランドのスキッパーを務めたロッド・デービスが加わり、レース運び	には	定評がある。
['2881W']	950104155-001	67	69	日興証券のリポートによると「イノシシ年の一九九五年は景気が回復局面に入り、株式市場は長期上昇相場の助走段階で、大きな変化の発端の年」	となり	そうだという。
['2691T']	950124042-002	37	39	残された行方不明者の捜索、五千五千人に及ぶ死者の葬儀など、緊急になすべき	ことは	まだ多い。
['1561M']	950104195-002	23	29	「全く同じことをしていても、私はよそよりよく	なきゃいけない	と思うんです」
['2011M']	950104195-002	33	35	「全く同じことをしていても、私はよそよりよくなきゃいけないと思う	んです	」
['0681Q']	950223050-028	4	7	そうで	なければ	「汚職の構造化」の中で、やたらと「灰色」に逃げ込む政治家を生み出すことになりかねない。
['0711Q']	950101152-003	26	27	シチズン、ルイ・ヴィトンカップの両シリーズを展望し	てみ	た。
['0711Q']	950101152-003	26	28	シチズン、ルイ・ヴィトンカップの両シリーズを展望し	てみた	。
['2861W']	950119047-041	14	15	政府は調査団を派遣し、二月	には	報告書をまとめているが、その結論は「得るべき教訓はなく、日本の構造物は安全」であり、米国の基準の甘さを指摘しただけだった。
['1212M']	950103095-007	73	75	警察当局によると、この化合物はサリン発生後、土中に残留する物質で、また、この化合物の一種は、サリン生成の際にもできるが、自然に生成することはない	という	。
['1711M']	950103095-007	68	72	警察当局によると、この化合物はサリン発生後、土中に残留する物質で、また、この化合物の一種は、サリン生成の際にもできるが、自然に生成する	ことはない	という。
['0031N']	950206068-006	50	52	このほか、高校の社会科、理科、家庭科の教師がチームを組んで環境教育に取り組んだ例や、「表現」の授業	として	音楽や図工のほかに朗読や演劇、ダンスを取り入れた実践も披露された。
['0031P']	950104223-003	32	34	富士鉄広畑、新日鉄時代を通じ、野球部員ではなかったが、広報担当	として	、「『広畑硬式野球部５０年史』出版に携わったのが縁で興味を持った」と。
['0113D']	950104003-003	6	8	夕方から夜	にかけ	て、東名高速道では静岡県の日本坂トンネル付近で三十三十キロ、関越自動車道では東京・練馬料金所で十三キロの列が続いた。
['0171P']	950218041-009	8	11	現地からの報道	によると	、ロシア軍占領地域では略奪、暴行が日常的に繰り返され、残虐な拷問事件まで起こっているという。
['0721Q']	950101077-022	16	19	「そうか」の言葉が無意識に出た	のだろう	だろう。
['0032T']	950104012-044	20	22	たとえ一つの問題で意見が違っても、全体	として	共通の感性で議論していくことができる関係であれば、おのずから収れんしていくのではないか。
['1211D']	950104062-005	61	63	合計特殊出生率が９３年には１・４６人となり、超低出生社会が一層本格化したわが国でも、女性の地位は他の先進諸国と比べて低い	といわ	れている。
['3121T']	950120049-010	31	32	三十三十万都市ひとつがそっくり壊滅したのと同様の事態が進行中	なの	だ。
['0101P']	950221061-009	14	17	建設省は高速道路の被害状況	に関して	周辺で記録した加速度から「阪神大震災の揺れは関東大震災の二倍」と発表した。
['0101P']	950221061-009	14	16	建設省は高速道路の被害状況	に関し	て周辺で記録した加速度から「阪神大震災の揺れは関東大震災の二倍」と発表した。
['0091N']	950104219-009	22	25	中川知事は、今年四月と目前に迫った知事選挙	について	心境を問われたが、「いじめやけん銃問題などもあり、当面は予算の編成に知恵を絞らねば」と答えを避けた。
['2021M']	950101134-025	57	58	「子育てに追いまくられていて、夫のことをあんまり心配に思ったりする余裕はなかったんです。それがかえってよかったの	かも	しれません」。
['2011M']	950101134-025	41	43	「子育てに追いまくられていて、夫のことをあんまり心配に思ったりする余裕はなかった	んです	。それがかえってよかったのかもしれません」。
['2021M']	950101134-025	57	63	「子育てに追いまくられていて、夫のことをあんまり心配に思ったりする余裕はなかったんです。それがかえってよかったの	かもしれません	」。
['0031P']	950101073-008	17	19	アジアにおける金融・貿易センター	として	香港は急速に国際都市化しており、九七年問題も中国系住民だけの関心ではなくなっなくなっている。
['0031P']	950103095-008	15	17	しかし、よく似た化合物は試薬	として	市販されており、農薬を投棄した場合にも残ることがあることから、ただちにサリンが製造されたとは断定できないという。
['3121T']	950114046-016	6	7	さらに複雑	なの	は西欧と米国では用法が違い、西欧では社民と保守の間に確固たる地歩を固めているのに対し、米国では民主党が先の中間選挙で大敗北したことからリベラルは不評なのが現状だ。
['3121T']	950114046-016	82	83	さらに複雑なのは西欧と米国では用法が違い、西欧では社民と保守の間に確固たる地歩を固めているのに対し、米国では民主党が先の中間選挙で大敗北したことからリベラルは不評	なの	が現状だ。
['1212M']	950101061-003	16	18	横尾忠則が毎日芸術賞を受賞した	という	ことで、この賞の哲学が明快に表現された。
['1212M']	950101061-003	16	20	横尾忠則が毎日芸術賞を受賞した	ということ	で、この賞の哲学が明快に表現された。
['0201P']	950103013-011	22	25	ちなみに九三年の衆院選では、立候補者の二割	に当たる	百八十八十七人の得票数が没収点に届かなかった。
['2451M']	950103018-022	15	16	ようやく回復の足取りを固めた	とは	いえ、日本経済の先行きは不透明感を免れない。
['1711M']	950123087-018	18	21	高架橋の落下原因や問題点を包み隠す	ことなく	国民に公表してほしい。
['2161M']	950123087-018	28	31	高架橋の落下原因や問題点を包み隠すことなく国民に公表し	てほしい	。
['0031N']	950101073-028	46	48	また、香港政庁は昨年末から学校などを日曜日に開放、フィリピン人女性を対象にした活動センター	として	提供し始めた。
['1212M']	950223050-053	33	35	その後、数々の事件を手掛けながら「捜査が不徹底」「巨悪を逃した」	という	批判も聞かれた。
['2371M']	950228057-009	34	39	一九八八年には南沙諸島の岩礁をめぐって中越両軍両軍が海戦を繰り広げ	たこともある	。
['0681M']	950111046-019	100	102	大学病院の中には「特定分野の専門家を養成するには一つの診療科での研修が大切」という声もあるが、総合診療方式によって研修医が患者を全人全人的に診察できるようになってから専門家の道を歩んでも決して遅くは	ないと	思う。
['1931M']	950111046-019	76	80	大学病院の中には「特定分野の専門家を養成するには一つの診療科での研修が大切」という声もあるが、総合診療方式によって研修医が患者を全人全人的に診察できる	ようになっ	てから専門家の道を歩んでも決して遅くはないと思う。
['2691T']	950104069-008	34	36	二歳の反抗期の子と、昨年の夏に生まれた子の育児に追われ、日記を書く	ことは	なくなった。
['2861W']	950103013-001	11	12	小選挙区に立候補する	には	現金三百三百万円か同額の国債証書をあらかじめ最寄りの法務局などに供託しておくことが必要だ。
['2451W']	950204062-009	19	20	仮設住宅の場合、一部で入居が始まった	とは	いえ、完成までに時間がかかるのが厄介だ。
['2111M']	950208058-017	45	48	隊員確保のため、基地の外に居住する隊員が多かったため非常呼集に時間がかかった点も改善した	方がいい	。
['1321M']	950228057-003	41	42	フィリピンのラモス大統領は中国の「侵略行為」を非難、同国議会は数年間棚ざらしにし	てき	た国軍近代化法案を急きょ可決するなど、キナ臭いキナ臭いにおいも漂ってきた。
['1321M']	950228057-003	76	77	フィリピンのラモス大統領は中国の「侵略行為」を非難、同国議会は数年間棚ざらしにしてきた国軍近代化法案を急きょ可決するなど、キナ臭いキナ臭いにおいも漂っ	てき	た。
['1212M']	950223050-032	33	35	「個人の人権の保障」という刑事訴訟法の精神から冷静に判断を下した	といっ	てよかろうよかろう。
['1212M']	950223050-032	11	13	「個人の人権の保障」	という	刑事訴訟法の精神から冷静に判断を下したといってよかろうよかろう。
['1811M']	950223050-032	36	40	「個人の人権の保障」という刑事訴訟法の精神から冷静に判断を下したといっ	てよかろう	よかろう。
['0271D']	950122052-007	4	6	ロシア	からの	独立をめざすチェチェン国民の意思や非戦闘員に多大の犠牲を強いた進攻の犯罪性には、事実上、目をつぶった格好である。
['1671M']	950104195-010	4	8	ばれる	はずはない	と、たかをくくっていたのか。
['0281P']	950205038-008	13	17	手始めに敵対状態終結交渉	を始めよう	始めようとも呼びかけている。
['3121T']	950103039-011	3	4	皮肉	なの	は従来の規制や制限を緩和し、逆に許認可が増えたのが二百二百八十八十六件にも上る。
['0721Q']	950119047-047	44	45	たまたま四回とも過密都市を襲わず、しかも震源地が陸地から離れていたことから慢心があった	ので	はないか。
['0862Q']	950103133-003	13	14	調べに対して「『金もない	のに	生意気いうな』などと言われ、カッとカッとなり殺した」と供述しているという。
['2881W']	950217044-028	32	34	住民抜きで何もできないことを自覚した自治体でこそ、全国のモデル	となる	参加型行政が実現するはずだ。
['0721Q']	950220032-018	35	36	歩合給が中心の賃金体系であるため、需要の減少は乗務員にしわ寄せされた	のだ	。
['3031T']	950217044-032	9	10	町づくり町づくり	でも	、価値観の転換を迫られているのだ。
['0031P']	950104158-007	37	39	ディニ氏は無党派の人間ながら、ベルルスコーニ氏の側近の一人一人で、経済通	として	内外に知られている。
['0933W']	950216051-014	49	50	「キノコを中心にさまざまな食品類を全国的に売っていきたい。この地元の魚沼地方を一大バイオファーム	にし	たい」
['0032T']	950215054-051	36	38	「他社は量を追いかけてきたが、うちは質を売ってきた。今は質の時代。結果	として	量が大きくなった」と前川社長は言う。
['2161M']	950211050-022	42	45	政府は神戸のみならず淡路や阪神地区の住民のこうした努力を万全の態勢でバックアップし	てほしい	。
['0201P']	950104156-008	21	24	前回調査では従業員数が減少したのは四四％	に当たる	九百九百四十四十七社、増加会社が五三％の千百三十三十一社だった。
['0721Q']	950104181-002	48	49	１２００円で発売しているプログラムに８センチのミニＣＤ「オペレッタの愉しみ愉しみ」が付いている	のだ	。
['0811M']	950225047-002	23	25	多くは自治体の公開条例に基づいて閲覧を求める	ものだ	が、二十二十四日の最高裁判決のケースはちょっと違った。
